开始时间：,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061
结束时间：,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056
采样频率：,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,30000,30000,30000,30000,30000,30000
序列号:,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,1,9084,9085,9088,9101,9105
序号：,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
393,2.0230,-0.0193,-5.0604,-3.8213,-3.6771,-2.4546
394,2.0678,0.1545,-4.9147,-3.7037,-3.6196,-2.5267
395,2.0793,0.3752,-4.7514,-3.6436,-3.5632,-2.7056
396,2.0742,0.5769,-4.6006,-3.5468,-3.5044,-2.7490
397,2.0965,0.7694,-4.4486,-3.4448,-3.4450,-2.9223
398,2.0986,1.0190,-4.2522,-3.3724,-3.3778,-2.9794
399,2.1196,1.2926,-4.0648,-3.2779,-3.2680,-3.1411
400,2.1291,1.5283,-3.8721,-3.1509,-3.2388,-3.1979
401,2.1484,1.7666,-3.6826,-3.0616,-3.1451,-3.3060
402,2.1813,2.0149,-3.4943,-2.9151,-3.0716,-3.3839
403,2.1975,2.2363,-3.2594,-2.7751,-2.9611,-3.4948
404,2.1979,2.4423,-3.0392,-2.6195,-2.8580,-3.5774
405,2.1870,2.6615,-2.8380,-2.4652,-2.7921,-3.6407
406,2.2145,2.8786,-2.6338,-2.3288,-2.6907,-3.6984
407,2.2287,3.1116,-2.4045,-2.1797,-2.5910,-3.7792
408,2.2063,3.3324,-2.1722,-2.0712,-2.4919,-3.8507
409,2.2236,3.4850,-1.9413,-1.9273,-2.3653,-3.8823
410,2.2012,3.5915,-1.7196,-1.7655,-2.2739,-3.9596
411,2.2378,3.7987,-1.5000,-1.6187,-2.1490,-3.9778
412,2.2514,3.9486,-1.2870,-1.4859,-2.0446,-4.0823
413,2.2446,4.0595,-1.0965,-1.3527,-1.9361,-4.0726
414,2.2111,4.2065,-0.9205,-1.2127,-1.8300,-4.1573
415,2.2477,4.3511,-0.7385,-1.0795,-1.6822,-4.1412
416,2.2388,4.5181,-0.5752,-0.9846,-1.5838,-4.2000
417,2.2456,4.6628,-0.3997,-0.8735,-1.4605,-4.2176
418,2.2460,4.7972,-0.2540,-0.7560,-1.3440,-4.2405
419,2.2432,4.9723,-0.1232,-0.6618,-1.2503,-4.2738
420,2.2500,5.0883,0.0150,-0.5669,-1.1385,-4.2390
421,2.2988,5.2256,0.1426,-0.4623,-1.0122,-4.2639
422,2.2639,5.3291,0.2646,-0.3415,-0.8923,-4.2601
423,2.2646,5.4770,0.3878,-0.2632,-0.7862,-4.2522
424,2.2527,5.5830,0.4857,-0.1832,-0.6774,-4.2109
425,2.2578,5.6837,0.5964,-0.1371,-0.5733,-4.2182
426,2.2327,5.7559,0.6464,-0.0718,-0.4490,-4.1620
427,2.2731,5.8618,0.7793,-0.0283,-0.3452,-4.1488
428,2.2507,5.9696,0.8613,0.0117,-0.2277,-4.0812
429,2.2527,6.0362,0.9545,0.0610,-0.1475,-4.0571
430,2.2426,6.1302,1.0323,0.0893,-0.0736,-3.9704
431,2.2494,6.1867,1.0830,0.1744,0.0383,-3.9107
432,2.2436,6.2450,1.1468,0.1770,0.1182,-3.8700
433,2.2067,6.3455,1.2278,0.2020,0.1948,-3.7479
434,2.2151,6.3574,1.2556,0.1913,0.2542,-3.7019
435,2.2212,6.4646,1.3144,0.2579,0.3429,-3.6222
436,2.2212,6.4916,1.3382,0.2654,0.3785,-3.5373
437,2.2233,6.5699,1.3507,0.2969,0.4617,-3.4085
438,2.2067,6.6012,1.4295,0.3242,0.5098,-3.3698
439,2.2219,6.6648,1.4708,0.3323,0.5695,-3.2433
440,2.1941,6.6844,1.5080,0.3228,0.6172,-3.1590
441,2.2023,6.7038,1.5499,0.3446,0.6726,-3.0213
442,2.1383,6.7686,1.5449,0.3690,0.7267,-2.9414
443,2.1558,6.7744,1.5878,0.3775,0.7717,-2.8028
444,2.1199,6.7876,1.6319,0.3804,0.7925,-2.6980
445,2.1362,6.8048,1.6484,0.3794,0.8355,-2.5881
446,2.0803,6.8220,1.6684,0.3843,0.8829,-2.4572
447,2.0911,6.8549,1.6941,0.4158,0.9248,-2.3465
448,2.0661,6.8039,1.6966,0.3973,0.9698,-2.1860
449,2.0502,6.8432,1.7010,0.4268,0.9913,-2.0830
450,2.0214,6.8330,1.6907,0.4505,1.0142,-1.9240
451,2.0037,6.8616,1.7135,0.4652,1.0447,-1.8229
452,1.9922,6.8426,1.7179,0.4528,1.0834,-1.6314
453,1.9641,6.8533,1.7232,0.4684,1.0931,-1.5324
454,1.9475,6.8315,1.7185,0.4606,1.1122,-1.3531
455,1.9170,6.8558,1.7579,0.4710,1.1236,-1.2184
456,1.8974,6.8189,1.7576,0.4937,1.1438,-1.0412
457,1.8462,6.8131,1.7610,0.4921,1.1475,-0.9147
458,1.8029,6.7474,1.7829,0.5097,1.1472,-0.7351
459,1.7490,6.7904,1.7951,0.5266,1.1640,-0.5866
460,1.6911,6.7265,1.8198,0.5350,1.1754,-0.4592
461,1.6440,6.7074,1.8524,0.5396,1.1723,-0.2639
462,1.6267,6.6564,1.8545,0.5808,1.1764,-0.1412
463,1.5803,6.6599,1.9130,0.5971,1.1680,0.0723
464,1.4858,6.5978,1.9193,0.5964,1.2026,0.1637
465,1.4529,6.5352,1.9590,0.5990,1.1985,0.3523
466,1.3889,6.4664,1.9840,0.6461,1.2049,0.4569
467,1.3042,6.4121,2.0040,0.6903,1.2284,0.6481
468,1.2463,6.3574,2.0262,0.7039,1.2472,0.7255
469,1.1311,6.3187,2.0196,0.7306,1.2496,0.9322
470,1.0319,6.2625,2.0472,0.7491,1.2445,1.0397
471,0.9286,6.1848,2.0710,0.7793,1.2761,1.1877
472,0.8652,6.0985,2.0772,0.8319,1.2586,1.3124
473,0.7284,6.0307,2.0960,0.8628,1.2687,1.4161
474,0.6315,5.9300,2.1044,0.8748,1.2858,1.5775
475,0.4970,5.8811,2.1122,0.9066,1.3040,1.6703
476,0.3787,5.7863,2.1047,0.9057,1.3110,1.7858
477,0.2297,5.6794,2.1103,0.9706,1.3453,1.8335
478,0.0837,5.5415,2.1100,0.9836,1.3453,1.9785
479,-0.0206,5.4611,2.1201,1.0061,1.3534,2.0157
480,-0.1623,5.3690,2.1154,0.9872,1.3359,2.1331
481,-0.2750,5.2370,2.1247,1.0207,1.3688,2.2146
482,-0.3977,5.1031,2.0785,1.0005,1.3665,2.2430
483,-0.5494,4.9498,2.1000,1.0242,1.3641,2.3449
484,-0.6728,4.7997,2.0950,1.0376,1.3718,2.4032
485,-0.8194,4.6689,2.0597,1.0460,1.4057,2.4606
486,-0.9763,4.5363,2.0910,1.0415,1.4105,2.4960
487,-1.1165,4.3732,2.0944,1.0366,1.4185,2.5857
488,-1.2585,4.1752,2.0722,1.0268,1.4161,2.6088
489,-1.4045,4.0429,2.0888,1.0220,1.4128,2.6882
490,-1.5711,3.8731,2.0813,1.0190,1.4168,2.6835
491,-1.6582,3.7392,2.0807,1.0343,1.4279,2.7377
492,-1.7761,3.5832,2.0766,1.0337,1.4195,2.7500
493,-1.8939,3.3545,2.0663,1.0304,1.4131,2.8027
494,-2.0210,3.1647,2.0606,1.0275,1.4145,2.8259
495,-2.1484,2.9222,2.0669,1.0213,1.4215,2.8460
496,-2.2517,2.7002,2.0440,1.0168,1.4255,2.8668
497,-2.3977,2.4644,2.0265,1.0018,1.4192,2.8651
498,-2.5399,2.2351,2.0131,0.9966,1.4111,2.9020
499,-2.6578,2.0266,1.9834,0.9901,1.4071,2.9005
500,-2.8055,1.7521,1.9524,0.9872,1.4047,2.9219
501,-2.8868,1.5087,1.9362,0.9602,1.4141,2.8812
502,-3.0081,1.2462,1.9124,0.9612,1.4061,2.9366
503,-3.1050,1.0288,1.8824,0.9684,1.3987,2.9395
504,-3.2219,0.7887,1.8501,0.9501,1.4064,2.9497
505,-3.3265,0.5557,1.8132,0.9511,1.3977,2.9480
506,-3.4224,0.3491,1.7654,0.9550,1.3886,2.9653
507,-3.5101,0.1244,1.7382,0.9368,1.3745,2.9835
508,-3.5965,-0.1197,1.6944,0.9118,1.3812,2.9667
509,-3.6880,-0.3116,1.6397,0.9271,1.3654,3.0045
510,-3.7882,-0.5399,1.5828,0.9297,1.3641,2.9612
511,-3.8706,-0.7766,1.5656,0.8868,1.3698,2.9916
512,-3.9481,-0.9488,1.4886,0.8676,1.3483,2.9808
513,-4.0162,-1.1650,1.4236,0.8647,1.3470,2.9983
514,-4.0724,-1.3675,1.3529,0.8793,1.3503,3.0028
515,-4.1195,-1.5370,1.3048,0.8901,1.3571,3.0236
516,-4.1761,-1.7777,1.2100,0.8647,1.3238,3.0168
517,-4.2486,-1.9152,1.1280,0.8485,1.3047,3.0113
518,-4.2855,-2.1230,1.0314,0.8274,1.3275,3.0127
519,-4.3157,-2.2895,0.9473,0.8108,1.3177,3.0204
520,-4.3221,-2.4613,0.8213,0.8037,1.2781,3.0470
521,-4.3563,-2.6111,0.6999,0.7699,1.2707,3.0221
522,-4.3855,-2.7634,0.5910,0.7445,1.2586,3.0608
523,-4.3672,-2.9221,0.4857,0.7345,1.2492,3.0118
524,-4.3882,-3.0658,0.3277,0.7179,1.2029,3.0276
525,-4.3570,-3.2110,0.2051,0.6854,1.1808,3.0262
526,-4.3469,-3.3307,0.0691,0.6425,1.1589,3.0101
527,-4.3160,-3.4642,-0.1170,0.6419,1.1250,3.0315
528,-4.2554,-3.5710,-0.2778,0.5805,1.1002,3.0157
529,-4.2249,-3.6772,-0.4854,0.5064,1.0588,3.0283
530,-4.1399,-3.8031,-0.6937,0.4635,1.0367,2.9966
531,-4.1073,-3.9022,-0.9111,0.4219,0.9772,3.0344
532,-4.0257,-4.0314,-1.1528,0.3775,0.9087,2.9975
533,-3.9949,-4.1254,-1.3320,0.3005,0.8620,3.0244
534,-3.9315,-4.2107,-1.5704,0.2176,0.8241,2.9943
535,-3.8157,-4.3123,-1.8075,0.1543,0.7452,3.0171
536,-3.6974,-4.4016,-2.0474,0.0276,0.6908,2.9729
537,-3.5762,-4.4603,-2.2995,-0.1056,0.6115,2.9802
538,-3.4752,-4.5431,-2.5519,-0.2274,0.5521,2.9708
539,-3.3563,-4.5625,-2.8109,-0.3369,0.4930,2.9714
540,-3.2818,-4.6699,-3.0076,-0.4717,0.3855,2.9881
541,-3.2019,-4.6892,-3.2590,-0.5851,0.3005,2.9459
542,-3.0860,-4.7540,-3.4896,-0.7433,0.2146,2.9767
543,-2.9587,-4.7687,-3.6547,-0.8979,0.1273,2.9313
544,-2.8692,-4.8080,-3.8571,-1.0895,0.0020,2.9468
545,-2.7476,-4.8203,-4.0489,-1.2526,-0.0914,2.8903
546,-2.6317,-4.8393,-4.2325,-1.4020,-0.1834,2.9377
547,-2.5027,-4.8584,-4.4254,-1.5375,-0.2932,2.8783
548,-2.3885,-4.8894,-4.6372,-1.7145,-0.4544,2.8912
549,-2.2429,-4.8651,-4.7986,-1.8805,-0.5572,2.8367
550,-2.1172,-4.9029,-4.9710,-2.0504,-0.6905,2.8335
551,-1.9776,-4.8983,-5.1117,-2.1982,-0.8215,2.7933
552,-1.8462,-4.8522,-5.2641,-2.3564,-0.9162,2.8083
553,-1.7598,-4.8341,-5.4030,-2.4785,-1.0613,2.7603
554,-1.6619,-4.8077,-5.5444,-2.6653,-1.1801,2.7488
555,-1.5637,-4.7564,-5.6770,-2.7887,-1.3108,2.7236
556,-1.4194,-4.7322,-5.7927,-2.9323,-1.4619,2.6513
557,-1.2954,-4.6665,-5.9131,-3.0716,-1.6080,2.6513
558,-1.1778,-4.6466,-6.0476,-3.1694,-1.7363,2.5716
559,-1.0535,-4.5591,-6.1462,-3.2866,-1.8814,2.5648
560,-0.9292,-4.4600,-6.2538,-3.4185,-2.0291,2.4518
561,-0.7913,-4.4041,-6.3355,-3.5241,-2.1682,2.4254
562,-0.6622,-4.3022,-6.4318,-3.6598,-2.3169,2.3276
563,-0.5139,-4.1873,-6.5060,-3.7569,-2.4442,2.2611
564,-0.4282,-4.0815,-6.5870,-3.8495,-2.5759,2.1700
565,-0.3160,-3.9621,-6.6567,-3.9570,-2.7146,2.0857
566,-0.2032,-3.8279,-6.7252,-4.0437,-2.8381,1.9861
567,-0.0501,-3.7325,-6.7678,-4.1370,-2.9544,1.8625
568,0.0389,-3.6431,-6.8134,-4.2409,-3.0645,1.7497
569,0.1535,-3.5194,-6.8522,-4.3348,-3.1797,1.6059
570,0.2710,-3.3963,-6.8748,-4.4108,-3.2754,1.5192
571,0.3920,-3.2631,-6.8857,-4.4747,-3.3933,1.3256
572,0.4909,-3.1109,-6.9179,-4.5371,-3.5051,1.2451
573,0.5783,-2.9497,-6.9076,-4.5943,-3.6156,1.0339
574,0.6789,-2.8008,-6.8801,-4.6472,-3.7036,0.9305
575,0.8083,-2.6569,-6.8435,-4.7352,-3.7852,0.7416
576,0.8655,-2.5341,-6.7797,-4.7528,-3.8870,0.5910
577,0.9458,-2.3824,-6.7046,-4.7749,-3.9914,0.4311
578,1.0508,-2.2410,-6.6376,-4.7638,-4.0821,0.2100
579,1.1399,-2.0236,-6.5394,-4.7645,-4.1543,0.0773
580,1.2250,-1.8471,-6.4534,-4.7684,-4.2178,-0.1406
581,1.2551,-1.6610,-6.3449,-4.7638,-4.2836,-0.2835
582,1.3418,-1.4434,-6.2397,-4.7398,-4.3578,-0.5152
583,1.3788,-1.2780,-6.1287,-4.6680,-4.4122,-0.6880
584,1.4330,-1.1171,-6.0201,-4.5930,-4.4733,-0.8593
585,1.4827,-0.9123,-5.8841,-4.4881,-4.5116,-1.0277
586,1.5451,-0.6652,-5.7577,-4.4052,-4.5563,-1.2257
587,1.5505,-0.4678,-5.6006,-4.2929,-4.5697,-1.3959
588,1.5979,-0.3082,-5.4446,-4.1756,-4.5795,-1.5622
589,1.6332,-0.1464,-5.3235,-4.0938,-4.5872,-1.7230
590,1.6751,0.0786,-5.1630,-3.9548,-4.5969,-1.8460
591,1.7341,0.3129,-5.0041,-3.8521,-4.6167,-2.0587
592,1.7571,0.4535,-4.8168,-3.7430,-4.6047,-2.1793
593,1.8069,0.6340,-4.6194,-3.6296,-4.5623,-2.3887
594,1.8513,0.8781,-4.3967,-3.5091,-4.5187,-2.4909
595,1.8730,1.1138,-4.1974,-3.3445,-4.4841,-2.6781
596,1.8940,1.3699,-3.9925,-3.2460,-4.4102,-2.7920
597,1.8903,1.6278,-3.7864,-3.1132,-4.3642,-2.9475
598,1.9302,1.8780,-3.5478,-2.9726,-4.2940,-3.0978
599,1.9614,2.1519,-3.3250,-2.8261,-4.1939,-3.2067
600,1.9848,2.3705,-3.0829,-2.6909,-4.0838,-3.3648
601,2.0102,2.5581,-2.8427,-2.5419,-3.9827,-3.4776
602,2.0200,2.7947,-2.5897,-2.3759,-3.8611,-3.6310
603,2.0725,2.9780,-2.3664,-2.2300,-3.7923,-3.7039
604,2.0518,3.1973,-2.0899,-2.0147,-3.6851,-3.8647
605,2.0823,3.3683,-1.8519,-1.8211,-3.5666,-3.9089
606,2.0769,3.5119,-1.5863,-1.6642,-3.4329,-4.0568
607,2.1071,3.6637,-1.3402,-1.5407,-3.3073,-4.0999
608,2.1149,3.8371,-1.0815,-1.3943,-3.1864,-4.2279
609,2.0965,3.9965,-0.8911,-1.2117,-3.0894,-4.3096
610,2.1189,4.1362,-0.6671,-0.9905,-2.9644,-4.3749
611,2.1416,4.2446,-0.4579,-0.8245,-2.8348,-4.4838
612,2.1643,4.4153,-0.2787,-0.6738,-2.6988,-4.5204
613,2.1772,4.5390,-0.0791,-0.5393,-2.5440,-4.6434
614,2.1782,4.6459,0.1007,-0.3765,-2.3952,-4.6736
615,2.1711,4.8132,0.2630,-0.2453,-2.2871,-4.7670
616,2.1911,4.9572,0.4056,-0.1280,-2.1480,-4.7658
617,2.1850,5.0499,0.5110,-0.0312,-2.0009,-4.8584
618,2.1972,5.1774,0.6530,0.0786,-1.8474,-4.8610
619,2.1907,5.2919,0.7797,0.2088,-1.6940,-4.9120
620,2.1901,5.3779,0.8835,0.2901,-1.5250,-4.9166
621,2.1830,5.4838,0.9976,0.3667,-1.3712,-4.9676
622,2.1877,5.5864,1.1187,0.4486,-1.2218,-4.9732
623,2.1962,5.7043,1.2253,0.5171,-1.0750,-4.9345
624,2.2063,5.7737,1.2982,0.5590,-0.9471,-4.9442
625,2.2101,5.8112,1.3704,0.6100,-0.8235,-4.9040
626,2.2070,5.8996,1.4508,0.6656,-0.7180,-4.9169
627,2.1911,5.9803,1.5140,0.6981,-0.5780,-4.8306
628,2.1924,6.0365,1.5696,0.7127,-0.4091,-4.8206
629,2.2009,6.1047,1.6212,0.7598,-0.2862,-4.7067
630,2.2287,6.1382,1.6794,0.7643,-0.1491,-4.6991
631,2.2263,6.2429,1.7354,0.7884,-0.0373,-4.5582
632,2.2212,6.2819,1.7757,0.8141,0.0856,-4.5073
633,2.2040,6.3107,1.7989,0.8621,0.1884,-4.3922
634,2.2002,6.3808,1.8208,0.8807,0.2992,-4.3289
635,2.2077,6.4053,1.8711,0.9086,0.4097,-4.1877
636,2.2263,6.4689,1.9039,0.9291,0.4906,-4.1262
637,2.2138,6.4701,1.9183,0.9144,0.5349,-4.0074
638,2.2327,6.4968,1.9568,0.9089,0.6048,-3.9253
639,2.2033,6.5579,1.9812,0.9693,0.6914,-3.8117
640,2.1907,6.5923,2.0018,0.9788,0.7469,-3.6562
641,2.1609,6.5868,2.0043,0.9869,0.8268,-3.5279
642,2.1579,6.6289,2.0347,0.9879,0.8889,-3.3795
643,2.1674,6.6221,2.0375,1.0083,0.9480,-3.2638
644,2.1853,6.6470,2.0556,0.9875,0.9954,-3.0971
645,2.1752,6.6470,2.0672,1.0229,1.0323,-2.9952
646,2.1267,6.6672,2.0788,1.0265,1.0974,-2.8063
647,2.1386,6.6712,2.0738,1.0431,1.1441,-2.7103
648,2.1088,6.6663,2.0809,1.0382,1.1935,-2.5117
649,2.0776,6.6924,2.0897,1.0584,1.2093,-2.4107
650,2.0959,6.6884,2.1003,1.0671,1.2630,-2.2010
651,2.0908,6.6470,2.1028,1.0665,1.2600,-2.0581
652,2.0901,6.6688,2.0903,1.1015,1.3124,-1.8633
653,2.0735,6.6571,2.1110,1.0837,1.3295,-1.7130
654,2.0251,6.6064,2.1282,1.0986,1.3540,-1.5458
655,1.9905,6.5975,2.1479,1.1048,1.3775,-1.3499
656,1.9733,6.5505,2.1663,1.1155,1.3886,-1.1833
657,1.9451,6.5514,2.1557,1.1321,1.4168,-0.9949
658,1.9499,6.5493,2.1751,1.1578,1.4034,-0.8684
659,1.9262,6.4977,2.1895,1.1545,1.4031,-0.6051
660,1.8889,6.4547,2.1841,1.1578,1.4259,-0.4499
661,1.8347,6.4197,2.1607,1.1503,1.4229,-0.2124
662,1.8008,6.3810,2.2010,1.1818,1.4064,-0.0943
663,1.7676,6.3037,2.1863,1.1883,1.4517,0.1497
664,1.7483,6.2631,2.2229,1.2136,1.4427,0.2806
665,1.7043,6.2060,2.2223,1.2357,1.4672,0.5005
666,1.6609,6.1639,2.2314,1.2468,1.4816,0.6470
667,1.6274,6.1529,2.2448,1.2773,1.4860,0.8418
668,1.5569,6.1007,2.2529,1.2870,1.4726,1.0186
669,1.5302,5.9914,2.2529,1.2789,1.5122,1.1575
670,1.4760,5.9465,2.2458,1.3241,1.5495,1.3502
671,1.3723,5.8904,2.2711,1.3449,1.5841,1.4565
672,1.2815,5.8047,2.2589,1.3774,1.6472,1.5875
673,1.2195,5.7291,2.2489,1.3900,1.6878,1.6917
674,1.1599,5.6352,2.2539,1.3826,1.7376,1.8613
675,1.0949,5.5486,2.2548,1.3894,1.7886,1.9673
676,0.9817,5.4344,2.2583,1.4076,1.8329,2.1167
677,0.8977,5.3241,2.2429,1.3949,1.8900,2.1665
678,0.7947,5.2342,2.2448,1.4199,1.9760,2.2790
679,0.7009,5.1111,2.2470,1.4511,2.0307,2.3347
680,0.5949,4.9769,2.2579,1.4453,2.1126,2.4269
681,0.5085,4.8295,2.2392,1.4326,2.1378,2.4987
682,0.3848,4.7469,2.2235,1.4160,2.1784,2.5485
683,0.2436,4.6468,2.2329,1.4004,2.2037,2.6396
684,0.1491,4.5212,2.2157,1.3738,2.2228,2.6668
685,0.0105,4.3569,2.2117,1.3829,2.2325,2.7544
686,-0.1236,4.2062,2.1998,1.3887,2.2769,2.7412
687,-0.2175,4.0855,2.1976,1.3813,2.2852,2.8285
688,-0.3489,3.9682,2.1804,1.3887,2.3058,2.8390
689,-0.4986,3.8451,2.1219,1.3904,2.3232,2.8628
690,-0.6253,3.6904,2.1720,1.3631,2.3131,2.8829
691,-0.7649,3.5633,2.1654,1.3718,2.3172,2.8677
692,-0.9041,3.3947,2.1388,1.3832,2.3403,2.9155
693,-1.0217,3.2068,2.1354,1.3475,2.3279,2.9037
694,-1.1612,3.0481,2.1329,1.3436,2.3306,2.9829
695,-1.3086,2.8709,2.1047,1.3475,2.3148,2.9524
696,-1.4509,2.6514,2.0875,1.3381,2.3289,2.9761
697,-1.5647,2.4202,2.0090,1.3053,2.3225,2.9708
698,-1.6836,2.2308,1.9799,1.3023,2.3162,2.9410
699,-1.7710,2.0223,1.9812,1.3000,2.3121,2.9579
700,-1.8838,1.8095,1.9437,1.2877,2.3128,2.9512
701,-1.9932,1.6097,1.9133,1.2685,2.2876,2.9506
702,-2.1246,1.3754,1.8714,1.2695,2.2796,2.9749
703,-2.2639,1.1697,1.8376,1.2546,2.2900,2.9743
704,-2.3946,0.9591,1.7976,1.2406,2.2698,2.9726
705,-2.5318,0.7289,1.7307,1.2653,2.2611,2.9609
706,-2.6616,0.5701,1.6763,1.2439,2.2715,2.9814
707,-2.7845,0.3912,1.6125,1.2490,2.2678,2.9592
708,-2.9116,0.1741,1.5449,1.2572,2.2550,3.0066
709,-3.0145,-0.0181,1.4755,1.2321,2.2322,2.9603
710,-3.1297,-0.1774,1.3892,1.2016,2.2349,3.0142
711,-3.2327,-0.3668,1.3094,1.1928,2.2164,2.9802
712,-3.3621,-0.5571,1.2422,1.1594,2.2090,2.9940
713,-3.4810,-0.7555,1.1115,1.1701,2.2087,2.9837
714,-3.5752,-0.8865,1.0305,1.1652,2.1936,2.9972
715,-3.6924,-1.0419,0.9360,1.1448,2.1667,2.9826
716,-3.7937,-1.2546,0.8175,1.1272,2.1721,3.0309
717,-3.8638,-1.4465,0.7037,1.1032,2.1533,2.9738
718,-3.9580,-1.6337,0.5883,1.0938,2.1335,2.9902
719,-4.0413,-1.7912,0.4532,1.0889,2.1227,2.9811
720,-4.1341,-1.9472,0.3168,1.0665,2.1227,3.0637
721,-4.2137,-2.1037,0.1548,1.0174,2.0838,3.0520
722,-4.2916,-2.2247,-0.0160,0.9768,2.0737,3.0739
723,-4.3658,-2.3874,-0.1902,0.9297,2.0384,3.0200
724,-4.3790,-2.4877,-0.3907,0.8725,2.0156,3.0702
725,-4.4583,-2.6627,-0.5861,0.7855,1.9676,3.0470
726,-4.5403,-2.7984,-0.7913,0.6929,1.9404,3.0599
727,-4.5606,-2.9282,-1.0121,0.6601,1.9132,3.0022
728,-4.5592,-3.0504,-1.2357,0.5746,1.8685,3.0535
729,-4.6260,-3.1981,-1.4916,0.4694,1.7973,3.0054
730,-4.6107,-3.2972,-1.7443,0.3638,1.7328,3.0514
731,-4.6439,-3.4283,-1.9310,0.2183,1.6630,3.0001
732,-4.6287,-3.5262,-2.2263,0.0900,1.6217,3.0408
733,-4.6070,-3.6367,-2.4868,-0.0553,1.5310,3.0159
734,-4.6124,-3.7395,-2.7123,-0.1790,1.4763,3.0327
735,-4.6073,-3.8249,-2.8975,-0.3301,1.3906,3.0019
736,-4.5626,-3.8881,-3.1349,-0.5016,1.2986,3.0113
737,-4.5372,-3.9774,-3.3738,-0.6770,1.2083,2.9840
738,-4.4288,-4.0704,-3.5822,-0.8190,1.1065,2.9665
739,-4.3685,-4.1775,-3.7911,-0.9850,1.0001,2.9743
740,-4.2784,-4.2138,-4.0035,-1.1594,0.8832,2.9632
741,-4.2049,-4.2982,-4.2178,-1.3251,0.7361,2.9366
742,-4.1087,-4.3675,-4.3960,-1.5011,0.5971,2.9064
743,-4.0155,-4.4084,-4.6003,-1.6700,0.4654,2.9257
744,-3.9278,-4.4781,-4.7808,-1.8110,0.3146,2.8932
745,-3.8353,-4.5281,-4.9428,-2.0143,0.1763,2.8941
746,-3.7303,-4.5793,-5.1152,-2.1888,0.0087,2.8346
747,-3.5982,-4.6334,-5.2494,-2.3424,-0.1421,2.8601
748,-3.4894,-4.6220,-5.3723,-2.4964,-0.3113,2.8250
749,-3.3780,-4.6751,-5.5237,-2.6487,-0.4981,2.8323
750,-3.2639,-4.6948,-5.6382,-2.7994,-0.7107,2.7517
751,-3.1249,-4.7000,-5.7539,-2.9206,-0.9021,2.7678
752,-3.0050,-4.7460,-5.8969,-3.0716,-1.0925,2.6938
753,-2.8773,-4.7252,-6.0442,-3.2058,-1.2742,2.6844
754,-2.7611,-4.6991,-6.1277,-3.2892,-1.4794,2.6243
755,-2.6561,-4.6917,-6.2213,-3.4175,-1.6785,2.5707
756,-2.5362,-4.6926,-6.3033,-3.5458,-1.8787,2.5063
757,-2.3933,-4.6692,-6.3933,-3.6835,-2.0906,2.4319
758,-2.2422,-4.6309,-6.4590,-3.7907,-2.2565,2.3900
759,-2.1060,-4.6005,-6.5285,-3.9236,-2.4550,2.2802
760,-1.9749,-4.5803,-6.5916,-4.0298,-2.6377,2.2365
761,-1.8550,-4.5459,-6.6179,-4.1292,-2.8345,2.1170
762,-1.7340,-4.4511,-6.6824,-4.2477,-2.9993,2.0344
763,-1.6463,-4.3801,-6.7121,-4.3159,-3.1750,1.8862
764,-1.5081,-4.3191,-6.7108,-4.3890,-3.3113,1.8004
765,-1.3855,-4.2754,-6.7521,-4.5024,-3.4880,1.6405
766,-1.2642,-4.1656,-6.7593,-4.5712,-3.6469,1.5066
767,-1.0911,-4.1005,-6.7409,-4.6186,-3.8060,1.3895
768,-0.9183,-3.9943,-6.7453,-4.6414,-3.9612,1.1897
769,-0.7886,-3.9019,-6.7256,-4.7541,-4.0898,1.0632
770,-0.6514,-3.7822,-6.6476,-4.7576,-4.2527,0.8652
771,-0.4952,-3.6926,-6.5773,-4.7775,-4.3733,0.7258
772,-0.3486,-3.5953,-6.5200,-4.8064,-4.4905,0.5284
773,-0.2310,-3.5044,-6.4556,-4.8119,-4.6074,0.3734
774,-0.1490,-3.3549,-6.3577,-4.8132,-4.7158,0.2150
775,-0.0135,-3.2426,-6.2557,-4.7729,-4.8273,0.0164
776,0.1209,-3.1253,-6.1944,-4.7391,-4.9224,-0.1796
777,0.2327,-2.9463,-6.0364,-4.6953,-5.0228,-0.3491
778,0.3754,-2.7606,-5.9266,-4.6225,-5.0836,-0.5035
779,0.5207,-2.6415,-5.8137,-4.5309,-5.1531,-0.7102
780,0.6264,-2.5025,-5.6748,-4.4387,-5.2249,-0.8506
781,0.7632,-2.3689,-5.5706,-4.3923,-5.3166,-1.0974
782,0.8679,-2.2529,-5.4298,-4.2796,-5.3627,-1.2257
783,0.9756,-2.0813,-5.2653,-4.1532,-5.4392,-1.3976
784,1.0959,-1.8870,-5.1286,-4.0639,-5.4802,-1.5731
785,1.1674,-1.7501,-4.9894,-3.9716,-5.5218,-1.7614
786,1.2412,-1.5060,-4.8127,-3.8076,-5.5615,-1.8999
